Title,Version,Created By,Created Date,Language,Primary Owner,Primary Owners,Business Reviewers,Domain Owner,Localization Config,Last Modified By,Last Modified Date,Status,Geography,Node Id,Node Type,Model Set Id,Model Set Version,Topics,Is Translation,Source Language,Source Id,Auto Translate,Translation Method,Last Published On,Last Published By,Archival Date,Archival By,Employee Class,Job Level,Line Of Business,Location Type,Hourly Salaried,Path,Country,Content Type,Channel,Show Managed By On Page,Template,Ticket Id,Is Searchable,Entitlement,Word Count,On Time,Off Time,Atms Due Date,Translation Approver,Translation Scheduled Date,Translation Status,Translation Workflow Template,Article Type,Category,Date Moved,Key Words,Open In New Tab,Fragment Reference,Content Url
How Do I Book Travel For Work at Amazon?,0.9.0,bmelmihe,2026-05-21T18:30:18.767Z,en_us,bmelmihe,"bmelmihe,steppag,prichhea",mtsobis,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",bmelmihe,2026-05-21T18:30:18.767Z,DRAFT,Global,ec0c13bb-da1a-4808-a2a1-42cd3e24c977,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"18e0d124-7b0b-4e16-bd95-b301bbc65393,Travel Booking",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,All Employee Classes,All Job Levels,"Advertising,Amazon Games,Amazon Video and Studios,Amazon Web Services (AWS),Devices & Services,General & Administrative,Music & Podcasts/Wondery,Subsidiaries,Worldwide Amazon Stores",All Location Types,All Employees,,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/18e0d124-7b0b-4e16-bd95-b301bbc65393/ec0c13bb-da1a-4808-a2a1-42cd3e24c977/0.9.0/content
Can I upgrade my fare using miles? ,0.5.0,meichunq,2026-05-26T17:29:32.512Z,en_us,steppag,"steppag,prichhea,bmelmihe",mtsobis,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",meichunq,2026-05-26T17:29:32.512Z,DRAFT,Global,61598f6d-d0a2-4521-a2a5-fef356e5871f,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"18e0d124-7b0b-4e16-bd95-b301bbc65393,Travel Booking",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,All Employee Classes,All Job Levels,"Advertising,Amazon Games,Amazon Video and Studios,Amazon Web Services (AWS),Devices & Services,General & Administrative,Music & Podcasts/Wondery,Subsidiaries,Worldwide Amazon Stores",All Location Types,All Employees,,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/18e0d124-7b0b-4e16-bd95-b301bbc65393/61598f6d-d0a2-4521-a2a5-fef356e5871f/0.5.0/content
How do I report a car accident while traveling for business? ,0.8.0,meichunq,2026-05-26T17:28:58.503Z,en_us,steppag,"steppag,bmelmihe,prichhea",mtsobis,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",meichunq,2026-05-26T17:28:58.503Z,DRAFT,Global,ee381c40-2a21-48a6-b6fa-24d0a2ced64e,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"18e0d124-7b0b-4e16-bd95-b301bbc65393,Travel Booking",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,All Employee Classes,All Job Levels,"Advertising,Amazon Games,Amazon Video and Studios,Amazon Web Services (AWS),Devices & Services,General & Administrative,Music & Podcasts/Wondery,Subsidiaries,Worldwide Amazon Stores",All Location Types,All Employees,,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/18e0d124-7b0b-4e16-bd95-b301bbc65393/ee381c40-2a21-48a6-b6fa-24d0a2ced64e/0.8.0/content
 Do I need a visa for travel? ,0.3.0,steppag,2026-05-27T20:10:59.469Z,en_us,steppag,"steppag,prichhea,bmelmihe",mtsobis,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",steppag,2026-05-27T20:10:59.469Z,DRAFT,Global,ea1d3ee7-fa27-4905-a6eb-d26dac5a676f,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"18e0d124-7b0b-4e16-bd95-b301bbc65393,Travel Booking",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,All Employee Classes,All Job Levels,"Advertising,Amazon Games,Amazon Video and Studios,Amazon Web Services (AWS),Devices & Services,General & Administrative,Music & Podcasts/Wondery,Subsidiaries,Worldwide Amazon Stores",All Location Types,All Employees,,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/18e0d124-7b0b-4e16-bd95-b301bbc65393/ea1d3ee7-fa27-4905-a6eb-d26dac5a676f/0.3.0/content
Am I Allowed to Upgrade My Fare Class? (Global Access),0.4.0,steppag,2026-05-27T20:14:04.568Z,en_us,steppag,"steppag,prichhea,bmelmihe",mtsobis,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",steppag,2026-05-27T20:14:04.568Z,DRAFT,"Argentina,Australia,Austria,Belgium,Canada,Chile,Colombia,Costa Rica,Croatia,Czechia,Denmark,Estonia,Finland,France,Germany,Greece,Hong Kong,Hungary,Indonesia,Ireland,Italy,Luxembourg,Malaysia,Mauritius,Morocco,Netherlands,New Zealand,Nigeria,Norway,Peru,Philippines,Poland,Portugal,Puerto Rico,Romania,Serbia,Singapore,Slovakia,Sweden,Switzerland,Taiwan,Thailand,United Kingdom,United States,Uruguay,Viet Nam",1e6e74ea-4257-47d3-874d-628909348fc3,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"18e0d124-7b0b-4e16-bd95-b301bbc65393,Travel Booking",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,All Employee Classes,All Job Levels,"Advertising,Amazon Games,Amazon Video and Studios,Amazon Web Services (AWS),Devices & Services,General & Administrative,Music & Podcasts/Wondery,Subsidiaries,Worldwide Amazon Stores",All Location Types,All Employees,,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/18e0d124-7b0b-4e16-bd95-b301bbc65393/1e6e74ea-4257-47d3-874d-628909348fc3/0.4.0/content
Am I allowed to upgrade my fare class? (Regional),0.3.0,steppag,2026-05-27T20:15:27.643Z,en_us,steppag,"steppag,bmelmihe,prichhea",mtsobis,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",steppag,2026-05-27T20:15:27.643Z,DRAFT,"Bahrain,Brazil,China,Egypt,India,Israel,Japan,Jordan,Kenya,Kuwait,Mexico,Saudi Arabia,South Africa,South Korea,Spain,United Arab Emirates",b9ce83b0-b104-421f-82bd-52202ac1382c,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"18e0d124-7b0b-4e16-bd95-b301bbc65393,Travel Booking",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,All Employee Classes,All Job Levels,"Advertising,Amazon Games,Amazon Video and Studios,Amazon Web Services (AWS),Devices & Services,General & Administrative,Music & Podcasts/Wondery,Subsidiaries,Worldwide Amazon Stores",All Location Types,All Employees,,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/18e0d124-7b0b-4e16-bd95-b301bbc65393/b9ce83b0-b104-421f-82bd-52202ac1382c/0.3.0/content
Can I get permission to upgrade for long-haul flights?,0.0.0,steppag,2026-05-22T22:57:06.312Z,en_us,steppag,"steppag,bmelmihe,prichhea",mtsobis,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",steppag,2026-05-22T22:57:06.312Z,DRAFT,Global,5bd55d03-9de3-4eb0-9dfd-74e8aad0d472,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"18e0d124-7b0b-4e16-bd95-b301bbc65393,Travel Booking",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,All Employee Classes,All Job Levels,"Advertising,Amazon Games,Amazon Video and Studios,Amazon Web Services (AWS),Devices & Services,General & Administrative,Music & Podcasts/Wondery,Subsidiaries,Worldwide Amazon Stores",All Location Types,All Employees,,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/18e0d124-7b0b-4e16-bd95-b301bbc65393/5bd55d03-9de3-4eb0-9dfd-74e8aad0d472/0.0.0/content
What Is The Process for Booking a Seat? (Regional),0.3.0,mtsobis,2026-05-22T15:47:29.879Z,en_us,steppag,"steppag,prichhea,bmelmihe",,amzn1.abacus.team.looo53floubmzytmswva,"{""locApprover"":"""",""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false}",mtsobis,2026-05-22T15:47:29.879Z,DRAFT,"Bahrain,Brazil,China,India,Israel,Japan,Jordan,Kenya,Kuwait,Mauritius,Mexico,Morocco,Saudi Arabia,South Africa,South Korea,Spain,United Arab Emirates",046dc0ed-0bed-4b8f-8de7-817b5b20548e,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"18e0d124-7b0b-4e16-bd95-b301bbc65393,Travel Booking",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,All Employee Classes,All Job Levels,"Advertising,Amazon Games,Amazon Video and Studios,Amazon Web Services (AWS),Devices & Services,General & Administrative,Music & Podcasts/Wondery,Subsidiaries,Worldwide Amazon Stores",All Location Types,All Employees,,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/18e0d124-7b0b-4e16-bd95-b301bbc65393/046dc0ed-0bed-4b8f-8de7-817b5b20548e/0.3.0/content
Can I Combine Work and Personal Travel?,0.0.0,prichhea,2026-05-22T18:01:29.870Z,en_us,steppag,"steppag,prichhea,bmelmihe",mtsobis,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",prichhea,2026-05-22T18:01:29.870Z,DRAFT,Global,a16a43a1-ba36-44bf-a33f-c2470902c267,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"18e0d124-7b0b-4e16-bd95-b301bbc65393,Travel Booking",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,"F - Regular Full Time,H - Regular Part Time - 20 + Hours,I - Intern,J - JV or RC Worker,N - Trainee European,P - Apprentice,Q - Field Regular Part Time 20-29,R - Regular Reduced Time 30 + Hrs,S - Seasonal/Short-Term,X - Regular Flex Time - < 20 Hrs","L0,L1,L10,L11,L12,L2,L3,L4,L5,L6,L7,L8,L9","Advertising,Amazon Games,Amazon Video and Studios,Amazon Web Services (AWS),Devices & Services,General & Administrative,Music & Podcasts/Wondery,Subsidiaries,Worldwide Amazon Stores",All Location Types,All Employees,,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/18e0d124-7b0b-4e16-bd95-b301bbc65393/a16a43a1-ba36-44bf-a33f-c2470902c267/0.0.0/content
How Do I Set Up My Travel Profile? (Global Access),0.4.0,bmelmihe,2026-05-21T16:01:04.806Z,en_us,steppag,"steppag,prichhea,bmelmihe",mtsobis,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",bmelmihe,2026-05-21T16:01:04.806Z,DRAFT,"Argentina,Australia,Austria,Belgium,Chile,Colombia,Costa Rica,Croatia,Czechia,Denmark,Estonia,Finland,France,Germany,Greece,Hong Kong,Hungary,Indonesia,Ireland,Italy,Luxembourg,Malaysia,Mauritius,Morocco,Netherlands,New Zealand,North America,Norway,Peru,Philippines,Poland,Portugal,Puerto Rico,Romania,Serbia,Singapore,Slovakia,Sweden,Switzerland,Taiwan,Thailand,United Kingdom,Uruguay,Viet Nam",9b75108f-b8fe-4992-b008-4de72433d250,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"18e0d124-7b0b-4e16-bd95-b301bbc65393,Travel Booking",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,All Employee Classes,All Job Levels,"Advertising,Amazon Games,Amazon Video and Studios,Amazon Web Services (AWS),Devices & Services,General & Administrative,Music & Podcasts/Wondery,Subsidiaries,Worldwide Amazon Stores",All Location Types,All Employees,,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/18e0d124-7b0b-4e16-bd95-b301bbc65393/9b75108f-b8fe-4992-b008-4de72433d250/0.4.0/content
I need to change my travel plans (Regional),0.3.0,steppag,2026-05-27T20:04:15.147Z,en_us,steppag,"steppag,prichhea,bmelmihe",mtsobis,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",steppag,2026-05-27T20:04:15.147Z,DRAFT,"Bahrain,Brazil,China,Egypt,India,Israel,Japan,Jordan,Kenya,Kuwait,Mexico,Saudi Arabia,South Africa,South Korea,Spain,United Arab Emirates",1fc1d541-01ed-42b0-b70a-50ac9f095dfe,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"18e0d124-7b0b-4e16-bd95-b301bbc65393,Travel Booking",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,All Employee Classes,All Job Levels,"Advertising,Amazon Games,Amazon Video and Studios,Amazon Web Services (AWS),Devices & Services,General & Administrative,Music & Podcasts/Wondery,Subsidiaries,Worldwide Amazon Stores",All Location Types,All Employees,,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/18e0d124-7b0b-4e16-bd95-b301bbc65393/1fc1d541-01ed-42b0-b70a-50ac9f095dfe/0.3.0/content
Can I earn personal miles or loyalty points when traveling for business? ,0.4.0,steppag,2026-05-27T20:34:37.267Z,en_us,steppag,"steppag,prichhea,bmelmihe",mtsobis,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",steppag,2026-05-27T20:34:37.267Z,DRAFT,Global,df856485-44b7-4b7b-be6a-eee5c127d7ac,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"18e0d124-7b0b-4e16-bd95-b301bbc65393,Travel Booking",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,All Employee Classes,All Job Levels,"Advertising,All LOBs,Amazon Games,Amazon Video and Studios,Amazon Web Services (AWS),Devices & Services,General & Administrative,Music & Podcasts/Wondery,Subsidiaries,Worldwide Amazon Stores",All Location Types,All Employees,,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/18e0d124-7b0b-4e16-bd95-b301bbc65393/df856485-44b7-4b7b-be6a-eee5c127d7ac/0.4.0/content
Do I Need Rental Car Insurance for Work Travel?,0.0.0,prichhea,2026-05-22T17:42:02.891Z,en_us,steppag,"steppag,prichhea,bmelmihe",mtsobis,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",prichhea,2026-05-22T17:42:02.891Z,DRAFT,Global,12eb2d6b-cbed-4cf6-a989-0486700f2123,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"18e0d124-7b0b-4e16-bd95-b301bbc65393,Travel Booking",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,All Employee Classes,All Job Levels,"Advertising,Amazon Games,Amazon Video and Studios,Amazon Web Services (AWS),Devices & Services,General & Administrative,Music & Podcasts/Wondery,Subsidiaries,Worldwide Amazon Stores",All Location Types,All Employees,,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/18e0d124-7b0b-4e16-bd95-b301bbc65393/12eb2d6b-cbed-4cf6-a989-0486700f2123/0.0.0/content
How Do I Set Up My Travel Profile? (China),0.1.0,bmelmihe,2026-05-21T16:18:59.209Z,en_us,steppag,"steppag,prichhea,bmelmihe",mtsobis,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",bmelmihe,2026-05-21T16:18:59.209Z,DRAFT,China,1066c902-eb00-4a76-a21f-2e3a23cef1cf,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"18e0d124-7b0b-4e16-bd95-b301bbc65393,Travel Booking",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,All Employee Classes,All Job Levels,"Advertising,Amazon Games,Amazon Video and Studios,Amazon Web Services (AWS),Devices & Services,General & Administrative,Music & Podcasts/Wondery,Subsidiaries,Worldwide Amazon Stores",All Location Types,All Employees,,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/18e0d124-7b0b-4e16-bd95-b301bbc65393/1066c902-eb00-4a76-a21f-2e3a23cef1cf/0.1.0/content
How do I get technical support for the Self-Service Travel Booking Tool? ,0.0.0,steppag,2026-05-22T20:59:38.222Z,en_us,steppag,"steppag,prichhea,bmelmihe",mtsobis,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",steppag,2026-05-22T20:59:38.222Z,DRAFT,Global,95bbc7e7-5b89-4a8a-86ef-8900a48c0b33,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"18e0d124-7b0b-4e16-bd95-b301bbc65393,Travel Booking",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,All Employee Classes,All Job Levels,"Advertising,Amazon Games,Amazon Video and Studios,Amazon Web Services (AWS),Devices & Services,General & Administrative,Music & Podcasts/Wondery,Subsidiaries,Worldwide Amazon Stores",All Location Types,All Employees,,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/18e0d124-7b0b-4e16-bd95-b301bbc65393/95bbc7e7-5b89-4a8a-86ef-8900a48c0b33/0.0.0/content
Do I need my manager's approval to book travel?,0.5.0,meichunq,2026-05-26T17:27:58.309Z,en_us,steppag,"steppag,bmelmihe,prichhea",mtsobis,amzn1.abacus.team.looo53floubmzytmswva,"{""autoTranslationMethod"":""ATMS_MT"",""targetLanguages"":[],""autoTranslate"":false,""locApprover"":""""}",meichunq,2026-05-26T17:27:58.309Z,DRAFT,Global,534afec7-9bde-47ae-ac52-65d23794e13a,CONTENT,85dbe259-664e-4cca-9534-4e0a8cd7d2ae,5,"18e0d124-7b0b-4e16-bd95-b301bbc65393,Travel Booking",FALSE,,,FALSE,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,All Employee Classes,All Job Levels,"Advertising,Amazon Games,Amazon Video and Studios,Amazon Web Services (AWS),Devices & Services,General & Administrative,Music & Podcasts/Wondery,Subsidiaries,Worldwide Amazon Stores",All Location Types,All Employees,,,,,FALSE,,,FALSE,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,,,,Mon Feb 01 1700 00:00:00 GMT+0000 (Coordinated Universal Time),,FALSE,,https://corex.pxt.amazon.dev/all-content/18e0d124-7b0b-4e16-bd95-b301bbc65393/534afec7-9bde-47ae-ac52-65d23794e13a/0.5.0/content
